id,city,date,team1,team2,toss_winner,toss_decision,winner,player_of_match,venue
192,Kolkata,4/17/2011,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,L Balaji,Eden Gardens
207,Delhi,4/28/2011,Kolkata Knight Riders,Delhi Daredevils,Delhi Daredevils,field,Kolkata Knight Riders,MK Tiwary,Feroz Shah Kotla
211,Kolkata,4/30/2011,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,Iqbal Abdulla,Eden Gardens
216,Hyderabad,05-03-2011,Kolkata Knight Riders,Deccan Chargers,Deccan Chargers,field,Kolkata Knight Riders,YK Pathan,"Rajiv Gandhi International Stadium, Uppal"
222,Kolkata,05-07-2011,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,Kolkata Knight Riders,Iqbal Abdulla,Eden Gardens
239,Mumbai,5/19/2011,Pune Warriors,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,YK Pathan,Dr DY Patil Sports Academy
258,Bangalore,04-10-2012,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Kolkata Knight Riders,L Balaji,M Chinnaswamy Stadium
263,Kolkata,4/13/2012,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,Kolkata Knight Riders,Shakib Al Hasan,Eden Gardens
271,Chandigarh,4/18/2012,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,bat,Kolkata Knight Riders,G Gambhir,"Punjab Cricket Association Stadium, Mohali"
278,Cuttack,4/22/2012,Deccan Chargers,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,B Lee,Barabati Stadium
285,Kolkata,4/28/2012,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,bat,Kolkata Knight Riders,G Gambhir,Eden Gardens
288,Chennai,4/30/2012,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,Kolkata Knight Riders,G Gambhir,"MA Chidambaram Stadium, Chepauk"
294,Kolkata,05-05-2012,Kolkata Knight Riders,Pune Warriors,Kolkata Knight Riders,bat,Kolkata Knight Riders,SP Narine,Eden Gardens
298,Delhi,05-07-2012,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,bat,Kolkata Knight Riders,JH Kallis,Feroz Shah Kotla
311,Mumbai,5/16/2012,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,Kolkata Knight Riders,SP Narine,Wankhede Stadium
316,Pune,5/19/2012,Kolkata Knight Riders,Pune Warriors,Kolkata Knight Riders,bat,Kolkata Knight Riders,Shakib Al Hasan,Subrata Roy Sahara Stadium
319,Pune,5/22/2012,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,bat,Kolkata Knight Riders,YK Pathan,Subrata Roy Sahara Stadium
322,Chennai,5/27/2012,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,Kolkata Knight Riders,MS Bisla,"MA Chidambaram Stadium, Chepauk"
323,Kolkata,04-03-2013,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,SP Narine,Eden Gardens
338,Kolkata,4/14/2013,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,bat,Kolkata Knight Riders,G Gambhir,Eden Gardens
356,Kolkata,4/26/2013,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,bat,Kolkata Knight Riders,JH Kallis,Eden Gardens
368,Kolkata,05-03-2013,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,Kolkata Knight Riders,YK Pathan,Eden Gardens
378,Pune,05-09-2013,Kolkata Knight Riders,Pune Warriors,Kolkata Knight Riders,bat,Kolkata Knight Riders,G Gambhir,Subrata Roy Sahara Stadium
382,Ranchi,05-12-2013,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,JH Kallis,JSCA International Stadium Complex
399,Abu Dhabi,4/16/2014,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,Kolkata Knight Riders,JH Kallis,Sheikh Zayed Stadium
409,Sharjah,4/24/2014,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Kolkata Knight Riders,CA Lynn,Sharjah Cricket Stadium
426,Delhi,05-07-2014,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,bat,Kolkata Knight Riders,G Gambhir,Feroz Shah Kotla
432,Cuttack,05-11-2014,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,G Gambhir,Barabati Stadium
438,Cuttack,5/14/2014,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,RV Uthappa,Barabati Stadium
441,Hyderabad,5/18/2014,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,Kolkata Knight Riders,UT Yadav,"Rajiv Gandhi International Stadium, Uppal"
445,Kolkata,5/20/2014,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,RV Uthappa,Eden Gardens
447,Kolkata,5/22/2014,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Kolkata Knight Riders,RV Uthappa,Eden Gardens
452,Kolkata,5/24/2014,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,YK Pathan,Eden Gardens
455,Kolkata,5/27/2014,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,field,Kolkata Knight Riders,UT Yadav,Eden Gardens
458,Bangalore,06-01-2014,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,MK Pandey,M Chinnaswamy Stadium
459,Kolkata,04-08-2015,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,M Morkel,Eden Gardens
468,Kolkata,4/30/2015,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,AD Russell,Eden Gardens
473,Pune,4/18/2015,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,AD Russell,Maharashtra Cricket Association Stadium
476,Delhi,4/20/2015,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,UT Yadav,Feroz Shah Kotla
486,Kolkata,05-07-2015,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,bat,Kolkata Knight Riders,PP Chawla,Eden Gardens
496,Kolkata,05-04-2015,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Kolkata Knight Riders,UT Yadav,Eden Gardens
501,Kolkata,05-09-2015,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,bat,Kolkata Knight Riders,AD Russell,Eden Gardens
519,Kolkata,04-10-2016,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,AD Russell,Eden Gardens
525,Hyderabad,4/16/2016,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,Kolkata Knight Riders,G Gambhir,"Rajiv Gandhi International Stadium, Uppal"
530,Chandigarh,4/19/2016,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,RV Uthappa,"Punjab Cricket Association IS Bindra Stadium, Mohali"
537,Pune,4/24/2016,Rising Pune Supergiants,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,SA Yadav,Maharashtra Cricket Association Stadium
547,Bangalore,05-02-2016,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,AD Russell,M Chinnaswamy Stadium
549,Kolkata,05-04-2016,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,field,Kolkata Knight Riders,AD Russell,Eden Gardens
562,Kolkata,5/14/2016,Rising Pune Supergiants,Kolkata Knight Riders,Rising Pune Supergiants,bat,Kolkata Knight Riders,YK Pathan,Eden Gardens
572,Kolkata,5/22/2016,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Kolkata Knight Riders,YK Pathan,Eden Gardens
16,Kolkata,4/29/2008,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,Mumbai Indians,ST Jayasuriya,Eden Gardens
23,Mumbai,05-04-2008,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,Mumbai Indians,SM Pollock,Dr DY Patil Sports Academy
27,Mumbai,05-07-2008,Rajasthan Royals,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,A Nehra,Dr DY Patil Sports Academy
31,Bangalore,5/28/2008,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,CRD Fernando,M Chinnaswamy Stadium
37,Mumbai,5/14/2008,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,ST Jayasuriya,Wankhede Stadium
40,Mumbai,5/16/2008,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,SM Pollock,Wankhede Stadium
43,Hyderabad,5/18/2008,Mumbai Indians,Deccan Chargers,Deccan Chargers,field,Mumbai Indians,DJ Bravo,"Rajiv Gandhi International Stadium, Uppal"
59,Cape Town,4/18/2009,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,Mumbai Indians,SR Tendulkar,Newlands
73,Port Elizabeth,4/27/2009,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,Mumbai Indians,SR Tendulkar,St George's Park
79,East London,05-01-2009,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,Mumbai Indians,JP Duminy,Buffalo Park
94,Port Elizabeth,05-10-2009,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,Mumbai Indians,JP Duminy,St George's Park
98,Centurion,05-12-2009,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,bat,Mumbai Indians,Harbhajan Singh,SuperSport Park
117,Mumbai,3/13/2010,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,Mumbai Indians,YK Pathan,Brabourne Stadium
124,Delhi,3/17/2010,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,Mumbai Indians,SR Tendulkar,Feroz Shah Kotla
132,Mumbai,3/22/2010,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,Mumbai Indians,SR Tendulkar,Brabourne Stadium
135,Mumbai,3/25/2010,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,SR Tendulkar,Brabourne Stadium
140,Mumbai,3/28/2010,Mumbai Indians,Deccan Chargers,Deccan Chargers,field,Mumbai Indians,Harbhajan Singh,Dr DY Patil Sports Academy
142,Mumbai,3/30/2010,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,SL Malinga,Brabourne Stadium
148,Mumbai,04-03-2010,Mumbai Indians,Deccan Chargers,Mumbai Indians,bat,Mumbai Indians,AT Rayudu,Brabourne Stadium
160,Jaipur,04-11-2010,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,Mumbai Indians,SR Tendulkar,Sawai Mansingh Stadium
162,Mumbai,4/13/2010,Mumbai Indians,Delhi Daredevils,Mumbai Indians,bat,Mumbai Indians,KA Pollard,Brabourne Stadium
167,Bangalore,4/17/2010,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Mumbai Indians,R McLaren,M Chinnaswamy Stadium
172,Mumbai,4/21/2010,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,Mumbai Indians,KA Pollard,Dr DY Patil Sports Academy
179,Delhi,04-10-2011,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,bat,Mumbai Indians,SL Malinga,Feroz Shah Kotla
183,Bangalore,04-12-2011,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,SR Tendulkar,M Chinnaswamy Stadium
195,Mumbai,4/20/2011,Pune Warriors,Mumbai Indians,Pune Warriors,bat,Mumbai Indians,MM Patel,Wankhede Stadium
198,Mumbai,4/22/2011,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,Mumbai Indians,Harbhajan Singh,Wankhede Stadium
201,Hyderabad,4/24/2011,Mumbai Indians,Deccan Chargers,Deccan Chargers,field,Mumbai Indians,SL Malinga,"Rajiv Gandhi International Stadium, Uppal"
214,Mumbai,05-02-2011,Mumbai Indians,Kings XI Punjab,Kings XI Punjab,field,Mumbai Indians,KA Pollard,Wankhede Stadium
218,Mumbai,05-04-2011,Mumbai Indians,Pune Warriors,Pune Warriors,field,Mumbai Indians,R Sharma,Dr DY Patil Sports Academy
223,Mumbai,05-07-2011,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,Mumbai Indians,AT Rayudu,Wankhede Stadium
244,Kolkata,5/22/2011,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,JEC Franklin,Eden Gardens
246,Mumbai,5/25/2011,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,MM Patel,Wankhede Stadium
249,Chennai,04-04-2012,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,RE Levi,"MA Chidambaram Stadium, Chepauk"
257,Visakhapatnam,04-09-2012,Deccan Chargers,Mumbai Indians,Deccan Chargers,bat,Mumbai Indians,RG Sharma,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
260,Mumbai,04-11-2012,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,Mumbai Indians,KA Pollard,Wankhede Stadium
281,Chandigarh,4/25/2012,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,bat,Mumbai Indians,AT Rayudu,"Punjab Cricket Association Stadium, Mohali"
287,Mumbai,4/29/2012,Deccan Chargers,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,DW Steyn,Wankhede Stadium
292,Pune,05-03-2012,Mumbai Indians,Pune Warriors,Mumbai Indians,bat,Mumbai Indians,SL Malinga,Subrata Roy Sahara Stadium
296,Mumbai,05-06-2012,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,DR Smith,Wankhede Stadium
304,Kolkata,05-12-2012,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,Mumbai Indians,RG Sharma,Eden Gardens
308,Bangalore,5/14/2012,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,AT Rayudu,M Chinnaswamy Stadium
318,Jaipur,5/20/2012,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,Mumbai Indians,DR Smith,Sawai Mansingh Stadium
327,Chennai,04-06-2013,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,Mumbai Indians,KA Pollard,"MA Chidambaram Stadium, Chepauk"
331,Mumbai,04-09-2013,Mumbai Indians,Delhi Daredevils,Mumbai Indians,bat,Mumbai Indians,KD Karthik,Wankhede Stadium
336,Mumbai,4/13/2013,Mumbai Indians,Pune Warriors,Mumbai Indians,bat,Mumbai Indians,RG Sharma,Wankhede Stadium
354,Kolkata,4/24/2013,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,Mumbai Indians,DR Smith,Eden Gardens
358,Mumbai,4/27/2013,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,Mumbai Indians,DR Smith,Wankhede Stadium
362,Mumbai,4/29/2013,Mumbai Indians,Kings XI Punjab,Mumbai Indians,bat,Mumbai Indians,RG Sharma,Wankhede Stadium
371,Mumbai,05-05-2013,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,Mumbai Indians,MG Johnson,Wankhede Stadium
375,Mumbai,05-07-2013,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,Mumbai Indians,SR Tendulkar,Wankhede Stadium
380,Pune,05-11-2013,Pune Warriors,Mumbai Indians,Pune Warriors,bat,Mumbai Indians,MG Johnson,Subrata Roy Sahara Stadium
385,Mumbai,5/13/2013,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,Mumbai Indians,KA Pollard,Wankhede Stadium
388,Mumbai,5/15/2013,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,Mumbai Indians,AP Tare,Wankhede Stadium
397,Kolkata,5/24/2013,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,Mumbai Indians,Harbhajan Singh,Eden Gardens
398,Kolkata,5/26/2013,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,Mumbai Indians,KA Pollard,Eden Gardens
420,Mumbai,05-03-2014,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,bat,Mumbai Indians,CJ Anderson,Wankhede Stadium
425,Mumbai,05-06-2014,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Mumbai Indians,RG Sharma,Wankhede Stadium
434,Hyderabad,05-12-2014,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,Mumbai Indians,AT Rayudu,"Rajiv Gandhi International Stadium, Uppal"
442,Ahmedabad,5/19/2014,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,Mumbai Indians,MEK Hussey,"Sardar Patel Stadium, Motera"
446,Chandigarh,5/21/2014,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,LMP Simmons,"Punjab Cricket Association Stadium, Mohali"
449,Mumbai,5/23/2014,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,Mumbai Indians,MEK Hussey,Wankhede Stadium
454,Mumbai,5/25/2014,Rajasthan Royals,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,CJ Anderson,Wankhede Stadium
475,Bangalore,4/19/2015,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Mumbai Indians,Harbhajan Singh,M Chinnaswamy Stadium
482,Mumbai,4/25/2015,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,Mumbai Indians,SL Malinga,Wankhede Stadium
490,Mumbai,05-01-2015,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,Mumbai Indians,AT Rayudu,Wankhede Stadium
493,Chandigarh,05-03-2015,Mumbai Indians,Kings XI Punjab,Mumbai Indians,bat,Mumbai Indians,LMP Simmons,"Punjab Cricket Association Stadium, Mohali"
497,Mumbai,05-05-2015,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,bat,Mumbai Indians,Harbhajan Singh,Wankhede Stadium
500,Chennai,05-08-2015,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,Mumbai Indians,HH Pandya,"MA Chidambaram Stadium, Chepauk"
508,Mumbai,5/14/2015,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,Mumbai Indians,HH Pandya,Wankhede Stadium
513,Hyderabad,5/17/2015,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,Mumbai Indians,MJ McClenaghan,"Rajiv Gandhi International Stadium, Uppal"
514,Mumbai,5/19/2015,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,Mumbai Indians,KA Pollard,Wankhede Stadium
517,Kolkata,5/24/2015,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,Mumbai Indians,RG Sharma,Eden Gardens
522,Kolkata,4/13/2016,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,RG Sharma,Eden Gardens
531,Mumbai,4/20/2016,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,RG Sharma,Wankhede Stadium
538,Chandigarh,4/25/2016,Mumbai Indians,Kings XI Punjab,Kings XI Punjab,field,Mumbai Indians,PA Patel,"Punjab Cricket Association IS Bindra Stadium, Mohali"
541,Mumbai,4/28/2016,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,RG Sharma,Wankhede Stadium
546,Pune,05-01-2016,Rising Pune Supergiants,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,RG Sharma,Maharashtra Cricket Association Stadium
558,Bangalore,05-11-2016,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,KH Pandya,M Chinnaswamy Stadium
564,Visakhapatnam,5/15/2016,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,Mumbai Indians,KH Pandya,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
180,Mumbai,04-10-2011,Kings XI Punjab,Pune Warriors,Kings XI Punjab,bat,Pune Warriors,SB Wagh,Dr DY Patil Sports Academy
185,Mumbai,4/13/2011,Kochi Tuskers Kerala,Pune Warriors,Kochi Tuskers Kerala,bat,Pune Warriors,MD Mishra,Dr DY Patil Sports Academy
225,Chandigarh,05-08-2011,Kings XI Punjab,Pune Warriors,Kings XI Punjab,bat,Pune Warriors,R Sharma,"Punjab Cricket Association Stadium, Mohali"
227,Hyderabad,05-10-2011,Deccan Chargers,Pune Warriors,Deccan Chargers,bat,Pune Warriors,MR Marsh,"Rajiv Gandhi International Stadium, Uppal"
251,Mumbai,04-06-2012,Pune Warriors,Mumbai Indians,Mumbai Indians,field,Pune Warriors,SPD Smith,Wankhede Stadium
256,Pune,04-08-2012,Pune Warriors,Kings XI Punjab,Pune Warriors,bat,Pune Warriors,MN Samuels,Subrata Roy Sahara Stadium
265,Pune,4/14/2012,Chennai Super Kings,Pune Warriors,Chennai Super Kings,bat,Pune Warriors,JD Ryder,Subrata Roy Sahara Stadium
276,Delhi,4/21/2012,Pune Warriors,Delhi Daredevils,Delhi Daredevils,field,Pune Warriors,SC Ganguly,Feroz Shah Kotla
334,Pune,04-11-2013,Rajasthan Royals,Pune Warriors,Rajasthan Royals,bat,Pune Warriors,AJ Finch,Subrata Roy Sahara Stadium
340,Chennai,4/15/2013,Pune Warriors,Chennai Super Kings,Pune Warriors,bat,Pune Warriors,SPD Smith,"MA Chidambaram Stadium, Chepauk"
386,Ranchi,5/15/2013,Pune Warriors,Kolkata Knight Riders,Kolkata Knight Riders,field,Pune Warriors,MK Pandey,JSCA International Stadium Complex
392,Pune,5/19/2013,Pune Warriors,Delhi Daredevils,Pune Warriors,bat,Pune Warriors,LJ Wright,Subrata Roy Sahara Stadium
6,Jaipur,4/21/2008,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,bat,Rajasthan Royals,SR Watson,Sawai Mansingh Stadium
9,Hyderabad,4/24/2008,Deccan Chargers,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,YK Pathan,"Rajiv Gandhi International Stadium, Uppal"
11,Bangalore,4/26/2008,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,SR Watson,M Chinnaswamy Stadium
19,Jaipur,05-01-2008,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,Rajasthan Royals,SA Asnodkar,Sawai Mansingh Stadium
24,Jaipur,05-04-2008,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,Rajasthan Royals,Sohail Tanvir,Sawai Mansingh Stadium
30,Jaipur,05-09-2008,Deccan Chargers,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,YK Pathan,Sawai Mansingh Stadium
34,Jaipur,05-11-2008,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,SR Watson,Sawai Mansingh Stadium
42,Jaipur,5/17/2008,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Rajasthan Royals,GC Smith,Sawai Mansingh Stadium
46,Kolkata,5/20/2008,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,YK Pathan,Eden Gardens
51,Chennai,5/24/2008,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,Rajasthan Royals,JA Morkel,"MA Chidambaram Stadium, Chepauk"
54,Jaipur,5/26/2008,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,Sohail Tanvir,Sawai Mansingh Stadium
56,Mumbai,5/30/2008,Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,field,Rajasthan Royals,SR Watson,Wankhede Stadium
58,Mumbai,06-01-2008,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,YK Pathan,Dr DY Patil Sports Academy
67,Cape Town,4/23/2009,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,Rajasthan Royals,YK Pathan,Newlands
74,Centurion,4/28/2009,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,bat,Rajasthan Royals,YK Pathan,SuperSport Park
81,Port Elizabeth,05-02-2009,Deccan Chargers,Rajasthan Royals,Deccan Chargers,bat,Rajasthan Royals,YK Pathan,St George's Park
86,Durban,05-05-2009,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,Rajasthan Royals,GC Smith,Kingsmead
89,Centurion,05-07-2009,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,A Singh,SuperSport Park
101,Durban,5/14/2009,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,Rajasthan Royals,SK Warne,Kingsmead
128,Ahmedabad,3/20/2010,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,Rajasthan Royals,AA Jhunjhunwala,"Sardar Patel Stadium, Motera"
134,Chandigarh,3/24/2010,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,Rajasthan Royals,AC Voges,"Punjab Cricket Association Stadium, Mohali"
136,Ahmedabad,3/26/2010,Deccan Chargers,Rajasthan Royals,Deccan Chargers,bat,Rajasthan Royals,YK Pathan,"Sardar Patel Stadium, Motera"
139,Ahmedabad,3/28/2010,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,Rajasthan Royals,NV Ojha,"Sardar Patel Stadium, Motera"
151,Nagpur,04-05-2010,Rajasthan Royals,Deccan Chargers,Rajasthan Royals,bat,Rajasthan Royals,SK Warne,"Vidarbha Cricket Association Stadium, Jamtha"
153,Jaipur,04-07-2010,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,bat,Rajasthan Royals,MJ Lumb,Sawai Mansingh Stadium
177,Hyderabad,04-09-2011,Deccan Chargers,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,SK Trivedi,"Rajiv Gandhi International Stadium, Uppal"
182,Jaipur,04-12-2011,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,bat,Rajasthan Royals,SK Warne,Sawai Mansingh Stadium
202,Jaipur,4/24/2011,Kochi Tuskers Kerala,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,SK Warne,Sawai Mansingh Stadium
208,Jaipur,4/29/2011,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,J Botha,Sawai Mansingh Stadium
212,Jaipur,05-01-2011,Pune Warriors,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,LRPL Taylor,Sawai Mansingh Stadium
240,Mumbai,5/20/2011,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,Rajasthan Royals,SR Watson,Wankhede Stadium
252,Jaipur,04-06-2012,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,Rajasthan Royals,AM Rahane,Sawai Mansingh Stadium
255,Jaipur,04-08-2012,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,Rajasthan Royals,BJ Hodge,Sawai Mansingh Stadium
267,Bangalore,4/15/2012,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,bat,Rajasthan Royals,AM Rahane,M Chinnaswamy Stadium
269,Jaipur,4/17/2012,Deccan Chargers,Rajasthan Royals,Deccan Chargers,bat,Rajasthan Royals,BJ Hodge,Sawai Mansingh Stadium
